Truck_ID,Age,Total_KM_Driven,Fuel_Efficiency,Battery_Health,Service_Delay,Engine_Temp,Repair_Count,Status
T12720,5,66476,5.72,90.0,17,84.5,2,Truck Healthy
T12721,2,27725,6.35,91.8,22,76.3,1,Truck Healthy
T12722,0,577,6.75,100.0,59,80.6,0,Service Required Soon
T12723,12,161115,3.95,65.6,41,99.9,4,High Risk
T12724,0,6952,7.0,100.0,23,83.0,0,Truck Healthy
T12725,14,161551,3.83,59.8,11,96.3,3,High Risk
T12726,5,43056,5.06,86.8,12,87.7,1,Truck Healthy
T12727,12,180048,3.93,64.0,51,95.9,0,High Risk
T12728,6,66906,5.61,78.6,10,86.6,2,Truck Healthy
T12729,8,127678,5.23,73.4,41,96.7,3,Service Required Soon
T12730,4,52327,6.3,89.5,54,89.9,1,Service Required Soon
T12731,5,55929,5.59,86.1,3,85.4,3,High Risk
T12732,10,113039,4.74,67.0,36,94.3,5,High Risk
T12733,6,90766,5.65,79.3,25,88.2,3,Truck Healthy
T12734,4,63904,5.46,92.7,53,91.5,2,Service Required Soon
T12735,11,111481,4.89,69.6,47,104.3,2,High Risk
T12736,4,50889,6.19,85.3,34,84.2,0,Service Required Soon
T12737,13,128124,3.93,61.7,0,106.8,4,High Risk
T12738,9,119998,3.92,73.0,12,89.6,0,High Risk
T12739,3,46100,6.02,91.9,30,80.3,0,Truck Healthy
T12740,8,92408,4.35,79.9,26,84.8,4,Truck Healthy
T12741,12,162578,4.57,65.2,31,96.0,3,High Risk
T12742,14,128721,3.15,62.5,52,102.9,3,High Risk
T12743,8,108463,4.61,71.2,7,87.3,1,Truck Healthy
T12744,0,2785,7.0,100.0,58,79.8,0,Service Required Soon
T12745,2,20910,6.46,95.5,41,80.9,0,Service Required Soon
T12746,6,63201,5.36,85.4,15,84.4,1,Truck Healthy
T12747,6,62280,5.83,84.1,46,91.4,1,Service Required Soon
T12748,5,50483,5.66,86.7,3,88.3,0,Truck Healthy
T12749,6,60916,5.25,80.1,2,87.8,1,Truck Healthy
T12750,8,66845,4.4,77.9,49,95.9,2,Service Required Soon
T12751,9,121639,5.02,77.9,36,95.8,3,High Risk
T12752,11,160378,4.09,62.7,50,90.0,2,High Risk
T12753,12,134598,4.53,65.2,26,100.0,3,High Risk
T12754,14,121735,2.97,60.0,10,99.3,9,High Risk
T12755,9,117686,4.19,69.4,38,90.3,2,High Risk
T12756,1,18107,6.7,93.1,14,84.0,0,Truck Healthy
T12757,10,122620,4.7,69.7,57,98.3,3,High Risk
T12758,0,9959,7.0,95.8,16,70.5,0,Truck Healthy
T12759,4,58649,5.4,87.0,20,87.8,1,Truck Healthy
T12760,3,46345,6.43,93.8,7,91.8,1,Truck Healthy
T12761,6,68438,5.89,81.2,29,93.0,5,Truck Healthy
T12762,13,124415,4.56,58.3,32,92.4,7,High Risk
T12763,7,67952,4.88,80.8,56,91.2,1,Service Required Soon
T12764,14,142360,3.02,55.3,41,104.4,11,High Risk
T12765,4,57041,6.51,86.3,19,84.4,0,Truck Healthy
T12766,10,151839,4.98,71.2,52,96.9,3,High Risk
T12767,3,30928,6.47,91.7,11,91.4,1,Truck Healthy
T12768,0,8808,6.44,100.0,41,82.1,0,Service Required Soon
T12769,3,45174,5.91,92.0,18,80.0,2,Truck Healthy
T12770,4,56967,6.13,89.8,3,84.7,2,Truck Healthy
T12771,10,113559,4.8,71.8,46,97.1,5,High Risk
T12772,7,73352,5.66,74.6,26,90.4,3,Truck Healthy
T12773,1,17175,7.0,96.7,51,81.7,1,Service Required Soon
T12774,7,93848,4.74,78.5,42,88.3,6,Service Required Soon
T12775,7,77245,5.56,82.1,57,94.6,4,Service Required Soon
T12776,0,9277,7.0,100.0,24,84.8,0,Truck Healthy
T12777,4,52563,5.29,84.9,54,96.9,1,Service Required Soon
T12778,10,104175,5.1,72.4,29,94.4,4,Service Required Soon
T12779,10,100197,4.45,74.0,51,96.9,4,High Risk
T12780,0,4894,7.0,96.5,51,76.9,0,Service Required Soon
T12781,10,125991,4.5,72.2,55,91.9,6,High Risk
T12782,5,49246,5.69,85.6,39,86.6,2,Service Required Soon
T12783,10,154600,4.43,69.2,57,96.7,3,Service Required Soon
T12784,2,27431,6.39,95.9,52,85.5,0,Service Required Soon
T12785,2,26294,6.77,89.9,15,81.9,0,Truck Healthy
T12786,3,39954,5.67,86.3,40,83.2,3,Service Required Soon
T12787,10,124009,4.46,67.4,40,92.4,4,High Risk
T12788,9,74334,5.56,70.0,24,94.7,2,Truck Healthy
T12789,13,180753,4.08,60.8,56,97.2,2,High Risk
T12790,2,24230,6.65,92.7,42,82.2,2,Service Required Soon
T12791,1,21158,5.67,100.0,42,81.6,0,Service Required Soon
T12792,4,53435,5.84,87.0,43,87.7,3,Service Required Soon
T12793,5,79219,5.63,88.8,5,90.4,5,Truck Healthy
T12794,10,130170,3.69,65.8,0,93.1,3,High Risk
T12795,5,76219,5.7,87.2,11,87.7,2,Truck Healthy
T12796,2,26807,5.98,92.9,14,86.3,0,Truck Healthy
T12797,10,145327,4.35,66.6,54,99.1,2,High Risk
T12798,10,117695,4.66,68.8,26,99.1,5,High Risk
T12799,13,183356,3.65,61.6,19,97.3,3,High Risk
T12800,1,13255,7.0,94.1,33,80.2,1,Service Required Soon
T12801,10,118163,4.32,65.7,39,96.1,1,High Risk
T12802,12,157174,4.16,69.0,11,99.8,6,High Risk
T12803,12,115326,4.37,64.0,24,93.0,5,High Risk
T12804,5,43202,5.77,85.7,30,86.4,0,Truck Healthy
T12805,0,1386,6.88,100.0,45,79.7,0,Service Required Soon
T12806,7,61165,4.97,83.8,0,91.7,1,Service Required Soon
T12807,2,33879,5.79,92.5,8,80.1,0,Truck Healthy
T12808,3,49894,7.0,86.7,9,83.3,0,Truck Healthy
T12809,1,11535,7.0,95.6,53,84.3,0,Service Required Soon
T12810,0,6942,6.48,100.0,20,76.3,0,Truck Healthy
T12811,6,71574,5.15,86.0,40,93.6,1,Service Required Soon
T12812,13,158395,3.94,61.0,37,94.1,3,High Risk
T12813,4,48412,6.62,89.0,39,88.8,1,Service Required Soon
T12814,9,80982,4.62,74.7,35,93.7,6,High Risk
T12815,10,105428,4.64,65.4,38,92.9,4,High Risk
T12816,8,95629,4.96,76.6,55,92.3,4,Service Required Soon
T12817,2,22919,7.0,92.0,54,80.7,0,Service Required Soon
T12818,8,77554,5.74,74.1,10,98.8,5,Truck Healthy
T12819,2,28424,6.71,94.9,36,84.5,1,High Risk
T12820,6,68381,4.76,81.5,45,90.2,1,Truck Healthy
T12821,7,104688,5.07,76.0,12,95.0,3,Truck Healthy
T12822,3,41900,6.96,90.3,17,85.1,1,Truck Healthy
T12823,2,22674,6.02,97.2,27,79.1,0,Truck Healthy
T12824,11,152311,4.02,68.2,56,98.4,2,High Risk
T12825,2,34217,6.31,95.9,39,78.4,0,Service Required Soon
T12826,12,124845,3.43,68.1,49,102.7,2,High Risk
T12827,7,78872,5.14,75.3,22,93.1,0,Truck Healthy
T12828,7,111480,5.13,80.3,33,92.3,2,Service Required Soon
T12829,3,37769,6.55,95.0,31,79.1,0,Service Required Soon
T12830,13,188633,4.22,62.0,41,99.0,4,High Risk
T12831,9,132756,4.88,75.0,25,86.4,2,Service Required Soon
T12832,0,6979,6.65,95.5,49,74.4,0,Service Required Soon
T12833,13,157144,4.62,60.1,34,99.8,4,High Risk
T12834,7,75945,5.8,74.3,15,84.7,1,Truck Healthy
T12835,7,91541,5.59,75.0,31,93.6,1,Service Required Soon
T12836,10,130665,4.29,69.3,11,98.7,1,Service Required Soon
T12837,1,12637,6.34,100.0,43,85.6,0,Service Required Soon
T12838,2,29429,6.88,92.7,57,80.6,0,Truck Healthy
T12839,10,123788,4.76,70.2,56,94.4,3,High Risk
T12840,1,16280,7.0,98.3,42,82.1,1,Service Required Soon
T12841,13,122509,3.72,57.4,59,101.3,7,High Risk
T12842,3,40435,6.04,90.4,39,85.4,2,Service Required Soon
T12843,10,135719,4.33,72.5,26,94.2,3,Truck Healthy
T12844,2,28600,6.67,91.0,36,86.1,0,Service Required Soon
T12845,6,60292,5.17,80.8,7,95.1,2,Truck Healthy
T12846,7,84209,5.85,78.8,23,92.6,1,Truck Healthy
T12847,0,9651,7.0,95.8,6,83.7,0,Truck Healthy
T12848,13,127136,3.59,62.0,58,98.9,5,High Risk
T12849,4,58019,5.72,84.8,53,85.0,3,Service Required Soon
T12850,2,22796,6.73,93.4,26,86.5,1,Truck Healthy
T12851,10,144695,4.48,65.9,51,96.6,0,High Risk
T12852,2,26493,6.13,91.2,3,85.8,0,Truck Healthy
T12853,10,115582,3.87,71.1,46,100.3,1,High Risk
T12854,6,69530,5.48,85.3,37,86.5,3,Service Required Soon
T12855,1,21554,6.84,100.0,9,80.1,0,Truck Healthy
T12856,12,104937,4.3,64.5,5,100.4,4,High Risk
T12857,6,58067,5.37,84.1,17,84.1,3,Truck Healthy
T12858,3,30162,6.47,95.0,49,82.9,0,Service Required Soon
T12859,5,43358,5.65,84.6,30,92.1,1,Truck Healthy
T12860,6,89880,5.74,82.3,58,88.2,1,Service Required Soon
T12861,14,166622,2.65,60.7,13,100.8,6,High Risk
T12862,7,87451,5.78,81.2,18,90.0,3,Service Required Soon
T12863,12,145262,3.69,63.5,2,95.9,3,High Risk
T12864,6,57523,6.14,85.8,20,94.8,1,Truck Healthy
T12865,2,34478,6.25,89.6,50,84.7,0,Service Required Soon
T12866,12,173928,3.78,65.0,58,100.3,6,High Risk
T12867,1,18620,7.0,97.2,14,77.0,0,Truck Healthy
T12868,3,42909,6.62,93.1,5,83.3,1,Truck Healthy
T12869,2,28166,6.74,91.4,3,85.4,0,Truck Healthy
T12870,10,108158,4.82,71.8,7,94.9,3,Service Required Soon
T12871,6,73803,5.91,80.0,39,86.2,2,Service Required Soon
T12872,3,41802,6.36,92.1,0,87.4,0,Truck Healthy
T12873,1,19855,6.85,92.6,30,78.9,0,Truck Healthy
T12874,7,83524,5.06,79.6,57,88.6,3,Service Required Soon
T12875,9,98149,5.23,74.0,17,90.6,1,Service Required Soon
T12876,11,137914,4.88,65.8,16,96.2,2,High Risk
T12877,11,161499,4.54,62.6,22,98.6,4,High Risk
T12878,11,118193,4.2,69.8,13,103.3,3,High Risk
T12879,4,41655,6.12,85.5,48,78.8,0,Service Required Soon
T12880,0,678,6.33,97.9,27,83.7,0,Truck Healthy
T12881,13,161210,3.97,64.3,33,99.4,5,High Risk
T12882,9,91085,4.67,74.5,37,90.2,6,Truck Healthy
T12883,10,92708,4.59,65.7,9,89.6,3,High Risk
T12884,0,6729,6.44,100.0,36,86.6,0,Service Required Soon
T12885,14,178498,3.56,58.2,18,100.1,6,High Risk
T12886,4,58803,5.99,92.6,24,87.0,1,Truck Healthy
T12887,5,72696,6.49,82.2,15,86.4,1,Truck Healthy
T12888,13,143902,3.99,60.8,33,95.8,2,High Risk
T12889,5,54923,5.44,82.5,14,90.1,1,Truck Healthy
T12890,3,42880,6.96,86.6,12,88.8,1,Truck Healthy
T12891,14,176047,3.19,59.5,58,102.5,4,High Risk
T12892,9,99478,4.06,76.7,56,87.6,3,High Risk
T12893,12,130493,3.38,66.8,54,98.5,3,High Risk
T12894,5,62949,5.13,83.6,41,90.8,0,Service Required Soon
T12895,5,58952,5.38,80.7,12,87.0,2,Truck Healthy
T12896,2,26238,7.0,91.9,49,77.4,0,Service Required Soon
T12897,8,124820,4.36,76.7,37,87.4,3,Service Required Soon
T12898,0,1218,6.37,95.0,43,80.4,0,Service Required Soon
T12899,11,112170,4.08,70.6,9,91.4,2,Service Required Soon
T12900,13,153935,3.55,60.9,25,99.0,5,High Risk
T12901,11,98884,4.74,67.0,13,102.9,7,High Risk
T12902,2,28033,6.7,97.4,15,81.9,1,Truck Healthy
T12903,5,62805,5.79,83.2,57,96.1,1,Service Required Soon
T12904,4,45564,6.41,89.2,32,84.6,3,Service Required Soon
T12905,14,160490,2.56,58.3,13,103.2,4,High Risk
T12906,4,43098,5.6,86.4,31,90.4,3,Service Required Soon
T12907,14,128824,3.3,55.0,9,104.2,7,Service Required Soon
T12908,8,102951,4.92,73.0,7,92.8,1,Truck Healthy
T12909,2,30348,6.34,98.0,39,85.7,1,Service Required Soon
T12910,4,54780,6.24,84.5,36,81.0,1,Service Required Soon
T12911,9,123609,4.67,75.4,14,99.1,6,Service Required Soon
T12912,6,81857,5.81,83.1,14,87.5,2,Truck Healthy
T12913,9,96616,4.83,72.4,1,94.1,1,Service Required Soon
T12914,4,41942,6.28,87.2,47,81.7,0,Service Required Soon
T12915,8,109707,5.14,80.1,10,90.8,6,Truck Healthy
T12916,9,76584,4.4,73.6,51,97.3,3,High Risk
T12917,8,79457,4.44,72.7,5,89.4,2,Truck Healthy
T12918,10,124169,3.9,69.4,20,95.8,5,High Risk
T12919,3,32325,6.23,86.5,15,85.1,1,Truck Healthy
T12920,3,49584,6.64,88.2,9,89.3,0,Truck Healthy
T12921,6,87384,4.98,78.0,58,87.1,2,Service Required Soon
T12922,8,84873,5.48,80.5,31,87.7,0,Service Required Soon
T12923,11,149977,4.32,66.6,20,90.8,4,High Risk
T12924,6,82546,5.61,82.9,5,90.2,0,Truck Healthy
T12925,5,44513,5.62,87.1,12,89.5,1,Truck Healthy
T12926,5,60358,5.3,87.9,53,94.1,0,Service Required Soon
T12927,8,85692,4.96,73.0,52,90.8,1,Service Required Soon
T12928,13,144630,3.47,63.8,43,99.9,2,High Risk
T12929,13,116902,3.61,62.6,38,97.3,8,High Risk
T12930,4,58851,6.35,85.9,55,78.5,4,Service Required Soon
T12931,2,22547,6.74,96.7,43,83.4,0,Service Required Soon
T12932,5,49011,5.18,89.9,48,81.9,1,Service Required Soon
T12933,7,79416,4.86,77.9,27,88.4,1,Truck Healthy
T12934,2,32193,6.31,89.5,25,85.1,1,Truck Healthy
T12935,8,79675,5.74,74.1,37,88.2,2,Service Required Soon
T12936,8,102849,4.56,80.8,17,95.2,1,Truck Healthy
T12937,3,38514,6.67,87.8,33,79.0,1,Service Required Soon
T12938,1,15753,6.87,98.3,55,83.3,0,Service Required Soon
T12939,5,65686,6.37,87.9,23,83.0,4,Truck Healthy
T12940,8,123517,4.95,80.7,11,87.5,0,Truck Healthy
T12941,7,72734,4.62,75.4,38,92.0,3,Service Required Soon
T12942,12,171343,4.22,59.7,46,101.1,5,High Risk
T12943,9,91568,5.05,75.6,25,94.9,4,Service Required Soon
T12944,0,4742,7.0,100.0,30,82.2,0,Truck Healthy
T12945,6,61547,5.11,84.0,40,91.5,2,Service Required Soon
T12946,0,7715,6.34,98.5,48,75.0,0,Service Required Soon
T12947,10,100637,5.12,70.3,18,93.8,5,Service Required Soon
T12948,9,109346,4.61,74.0,46,91.2,2,High Risk
T12949,1,13488,6.81,95.8,55,74.9,0,Service Required Soon
T12950,10,96797,4.35,72.7,11,96.4,2,Service Required Soon
T12951,3,41538,5.81,95.8,2,82.3,1,Truck Healthy
T12952,2,20043,6.89,98.1,52,83.0,0,Service Required Soon
T12953,12,118056,4.22,63.4,35,95.6,8,High Risk
T12954,7,63564,5.84,78.4,18,92.7,3,Truck Healthy
T12955,8,72353,5.69,79.2,57,96.8,2,Service Required Soon
T12956,7,84184,5.74,78.3,1,88.8,2,Truck Healthy
T12957,8,110892,5.23,77.7,20,94.7,2,Truck Healthy
T12958,7,101103,5.18,74.4,22,85.0,2,Truck Healthy
T12959,13,128577,3.79,60.9,21,103.3,5,High Risk
T12960,0,7461,7.0,100.0,4,76.4,0,Truck Healthy
T12961,14,208633,3.82,55.7,22,97.3,4,High Risk
T12962,13,108978,4.24,60.4,22,103.1,2,High Risk
T12963,5,50234,5.72,85.3,23,84.6,2,Truck Healthy
T12964,12,130594,4.27,62.1,41,98.4,4,High Risk
T12965,0,2487,6.45,100.0,34,85.0,0,Service Required Soon
T12966,9,121220,4.56,75.4,30,90.8,2,Service Required Soon
T12967,7,83779,5.16,82.2,1,91.6,5,Truck Healthy
T12968,0,2914,6.74,97.8,35,84.0,0,Service Required Soon
T12969,12,172509,4.44,66.9,17,104.3,3,High Risk
T12970,10,128887,4.46,69.8,52,96.7,2,High Risk
T12971,7,59891,5.76,75.7,13,87.6,2,Truck Healthy
T12972,4,43325,6.1,89.6,54,84.8,1,Service Required Soon
T12973,4,42870,6.08,88.8,6,79.7,1,Truck Healthy
T12974,2,33379,6.94,94.0,9,84.4,1,Truck Healthy
T12975,0,905,7.0,100.0,22,75.9,0,Truck Healthy
T12976,4,49974,6.08,83.7,35,89.9,1,Service Required Soon
T12977,8,99809,5.2,77.4,49,92.4,1,Service Required Soon
T12978,0,5311,6.98,98.3,15,80.1,0,Truck Healthy
T12979,3,46162,6.11,93.6,33,92.4,0,Service Required Soon
T12980,4,51157,6.52,88.1,49,79.0,3,Service Required Soon
T12981,4,63867,5.85,84.7,44,86.8,2,Service Required Soon
T12982,0,3533,7.0,100.0,32,75.8,0,Service Required Soon
T12983,5,45183,5.07,83.1,29,85.6,1,Truck Healthy
T12984,14,180250,3.14,57.8,58,99.7,5,High Risk
T12985,11,157967,4.29,64.4,28,100.8,1,High Risk
T12986,13,189862,3.3,59.9,21,98.3,6,High Risk
T12987,5,68813,5.83,81.8,26,90.3,0,Truck Healthy
T12988,5,41802,5.16,88.9,0,92.6,3,Truck Healthy
T12989,6,69561,6.15,81.6,4,94.7,4,Truck Healthy
T12990,6,94235,4.93,86.3,5,85.7,2,Truck Healthy
T12991,6,78701,5.92,80.9,14,88.1,2,Truck Healthy
T12992,13,177052,4.25,64.5,35,96.5,3,High Risk
T12993,10,109553,4.56,67.9,4,95.0,2,High Risk
T12994,5,62178,5.98,86.7,44,87.4,2,Service Required Soon
T12995,8,82109,5.36,75.0,0,90.0,1,Truck Healthy
T12996,8,106020,5.23,79.2,39,92.6,3,Service Required Soon
T12997,7,110436,5.68,79.7,35,90.8,5,Service Required Soon
T12998,10,98008,4.74,70.6,56,91.4,3,High Risk
T12999,2,24029,6.28,96.2,34,85.1,1,Service Required Soon
T13000,3,39016,5.96,87.4,35,86.7,0,Service Required Soon
T13001,5,76383,5.36,82.9,39,85.8,0,Service Required Soon
T13002,10,153132,4.48,66.7,42,97.0,5,High Risk
T13003,8,98541,5.23,75.8,52,93.0,1,Service Required Soon
T13004,14,125906,3.6,56.1,26,99.0,5,High Risk
T13005,8,108070,4.9,73.2,14,89.7,0,Truck Healthy
T13006,0,3521,6.82,100.0,24,79.7,0,Truck Healthy
T13007,12,112286,3.73,63.2,54,96.9,1,High Risk
T13008,5,76576,5.87,84.8,26,83.7,1,Truck Healthy
T13009,10,113326,4.88,74.2,42,93.0,4,High Risk
T13010,6,87648,5.3,84.3,30,87.0,1,Truck Healthy
T13011,10,132648,4.17,72.5,43,94.2,2,High Risk
T13012,7,80984,6.0,78.4,6,81.1,1,Truck Healthy
T13013,0,9650,7.0,97.6,0,78.3,0,Truck Healthy
T13014,7,99328,4.94,81.0,5,95.3,3,Truck Healthy
T13015,4,46601,5.97,89.8,21,80.3,0,Truck Healthy
T13016,7,83570,5.3,77.3,1,87.9,0,Truck Healthy
T13017,1,14858,6.69,96.8,17,83.0,0,Truck Healthy
T13018,12,133323,3.31,65.5,37,96.9,4,High Risk
T13019,10,144650,5.0,74.8,51,92.3,3,High Risk
T13020,1,15168,6.85,97.7,13,79.4,0,Truck Healthy
T13021,9,74842,5.04,72.1,2,99.1,3,Service Required Soon
T13022,11,104825,5.18,65.8,0,94.5,5,Truck Healthy
T13023,1,17558,6.84,94.3,25,77.6,1,Truck Healthy
T13024,3,26457,6.74,88.0,23,86.2,1,High Risk
T13025,6,72730,5.07,85.6,0,86.0,0,Truck Healthy
T13026,3,38571,6.36,95.8,33,89.3,4,Service Required Soon
T13027,0,8945,7.0,96.3,40,79.1,0,Service Required Soon
T13028,8,103472,5.12,73.8,34,87.9,2,Service Required Soon
T13029,11,116739,4.15,62.2,54,99.3,6,High Risk
T13030,3,49446,6.84,86.9,18,81.5,2,Truck Healthy
T13031,12,139850,4.1,60.0,12,94.8,5,High Risk
T13032,3,31252,5.68,90.5,35,79.6,0,Service Required Soon
T13033,12,103912,4.13,69.0,50,100.9,4,High Risk
T13034,11,131049,4.69,68.3,9,95.2,5,High Risk
T13035,9,87404,5.58,70.2,16,88.1,0,Service Required Soon
T13036,9,105468,4.48,73.5,44,98.1,1,High Risk
T13037,3,39612,6.93,87.4,59,80.8,0,Service Required Soon
T13038,5,58962,5.99,84.3,13,87.9,3,Truck Healthy
T13039,11,153063,4.29,63.1,57,99.4,1,High Risk
T13040,4,64203,6.09,84.0,51,87.0,0,Service Required Soon
T13041,11,102314,4.23,71.3,53,100.5,6,High Risk
T13042,12,158509,3.27,63.9,0,96.3,5,High Risk
T13043,13,163282,4.22,64.6,10,98.9,4,High Risk
T13044,7,82803,5.45,78.4,58,89.1,1,Service Required Soon
T13045,6,55682,5.11,84.9,10,89.8,0,Truck Healthy
T13046,11,121516,4.73,63.5,14,91.8,3,High Risk
T13047,6,59428,5.69,77.3,24,89.9,2,Truck Healthy
T13048,0,3703,6.05,100.0,19,79.9,0,Truck Healthy
T13049,3,52229,6.63,92.3,18,87.6,0,Truck Healthy
T13050,12,179032,3.19,60.1,45,97.8,7,High Risk
T13051,7,104886,5.14,78.4,44,90.4,6,Service Required Soon
T13052,4,54808,6.3,91.5,44,91.0,1,Service Required Soon
T13053,0,5306,6.91,96.7,17,84.7,0,Truck Healthy
T13054,7,77100,4.99,83.5,20,90.2,3,Truck Healthy
T13055,0,2970,7.0,95.8,18,76.9,0,Truck Healthy
T13056,5,56930,5.25,82.3,23,85.9,1,Truck Healthy
T13057,0,2878,7.0,100.0,24,74.3,0,Truck Healthy
T13058,11,124797,4.56,64.4,23,98.3,5,High Risk
T13059,3,43815,6.25,94.7,23,89.8,2,Truck Healthy
T13060,6,82829,4.68,84.1,10,86.1,3,Truck Healthy
T13061,1,18732,5.9,97.7,9,86.8,0,Service Required Soon
T13062,4,60177,6.58,84.1,1,91.5,3,Truck Healthy
T13063,7,111631,4.56,79.7,50,88.1,1,Service Required Soon
T13064,10,111254,4.08,73.9,57,96.6,4,High Risk
T13065,6,77946,5.2,81.2,47,90.8,2,Service Required Soon
T13066,9,97121,5.48,68.5,47,88.9,2,High Risk
T13067,13,188170,3.66,59.7,1,101.2,3,High Risk
T13068,12,107269,3.95,66.5,41,105.0,3,Service Required Soon
T13069,6,73929,5.31,86.1,30,93.0,1,Truck Healthy
T13070,9,139396,4.86,69.2,9,95.0,2,High Risk
T13071,8,120235,5.45,71.1,51,91.4,3,Service Required Soon
T13072,3,45603,6.13,93.6,28,81.9,0,Truck Healthy
T13073,12,164230,3.7,60.5,38,100.6,2,High Risk
T13074,3,47881,6.5,87.8,59,81.6,0,Truck Healthy
T13075,3,34914,6.2,90.5,30,77.9,2,Truck Healthy
T13076,0,5228,6.68,100.0,11,76.6,0,Truck Healthy
T13077,13,177218,3.46,65.2,36,96.4,3,High Risk
T13078,5,75890,5.8,83.5,32,91.0,2,Service Required Soon
T13079,5,63798,5.91,88.4,0,80.4,1,Truck Healthy
T13080,0,6232,6.87,100.0,20,87.8,0,Truck Healthy
T13081,8,99507,5.46,78.7,50,89.8,2,Service Required Soon
T13082,2,33371,6.11,94.1,28,78.5,0,Truck Healthy
T13083,7,105470,5.7,74.3,5,94.0,1,Truck Healthy
T13084,14,201192,3.94,62.0,3,102.4,2,High Risk
T13085,4,45909,6.71,84.8,45,80.6,1,Service Required Soon
T13086,3,37432,6.17,89.6,47,90.3,2,Service Required Soon
T13087,7,68917,5.16,78.9,19,92.3,2,Truck Healthy
T13088,12,165075,4.61,66.1,56,97.2,4,High Risk
T13089,2,21196,6.3,90.2,6,86.1,2,Truck Healthy
T13090,8,105452,4.9,76.4,20,92.6,3,Truck Healthy
T13091,11,125444,3.85,62.2,2,97.9,3,High Risk
T13092,14,194046,3.51,57.2,23,105.0,2,High Risk
T13093,5,55705,5.54,80.8,35,85.7,3,Service Required Soon
T13094,11,138434,4.21,62.4,16,97.9,5,High Risk
T13095,4,53211,6.36,87.7,31,84.2,0,Service Required Soon
T13096,13,144653,4.29,64.8,5,96.2,6,Service Required Soon
T13097,2,23671,6.43,90.7,28,84.9,1,Truck Healthy
T13098,11,158179,3.85,68.7,6,95.3,3,High Risk
T13099,0,9662,6.72,95.2,27,76.0,0,Truck Healthy
T13100,13,176675,3.58,58.8,54,98.5,5,High Risk
T13101,2,36429,6.76,91.2,3,85.3,0,Truck Healthy
T13102,14,208818,3.34,53.0,12,107.1,3,High Risk
T13103,8,87695,5.6,73.9,14,91.8,4,Truck Healthy
T13104,1,12419,6.0,100.0,9,80.2,0,Truck Healthy
T13105,8,102275,5.15,71.2,19,89.4,1,Truck Healthy
T13106,0,1161,7.0,99.7,8,82.4,0,Truck Healthy
T13107,9,140143,4.47,72.1,49,92.2,2,High Risk
T13108,4,57507,6.03,92.9,0,82.1,1,Truck Healthy
T13109,10,123414,4.6,71.8,51,90.3,1,High Risk
T13110,0,1930,6.61,97.1,22,81.5,0,Truck Healthy
T13111,14,148116,3.51,55.6,0,102.3,6,High Risk
T13112,3,31995,6.2,90.4,21,81.0,1,Service Required Soon
T13113,14,159412,3.73,53.1,29,98.3,7,High Risk
T13114,2,27385,6.58,97.4,17,85.3,2,Truck Healthy
T13115,7,84419,4.68,75.4,58,94.9,1,Service Required Soon
T13116,5,55764,5.32,88.5,45,85.2,2,Service Required Soon
T13117,7,67219,5.23,78.8,11,86.6,3,Truck Healthy
T13118,0,6066,6.64,100.0,51,81.8,0,Service Required Soon
T13119,10,109840,5.19,70.5,51,96.1,5,High Risk
T13120,0,6500,6.32,100.0,31,83.7,0,Service Required Soon
T13121,2,39392,6.13,96.2,54,79.6,0,Truck Healthy
T13122,6,85867,5.96,84.7,38,91.1,0,Service Required Soon
T13123,5,68321,5.43,84.2,31,84.0,1,Service Required Soon
T13124,8,113997,4.88,73.6,55,97.5,4,Service Required Soon
T13125,1,20466,7.0,95.9,15,88.7,0,Truck Healthy
T13126,6,53765,5.72,81.8,8,89.6,2,Truck Healthy
T13127,1,18133,7.0,96.0,57,81.8,1,Service Required Soon
T13128,7,99102,5.18,74.8,35,87.3,4,Service Required Soon
T13129,12,177367,3.53,64.8,38,91.1,6,High Risk
T13130,7,99683,5.34,81.9,36,91.9,1,Service Required Soon
T13131,5,62405,5.83,89.0,25,85.6,1,Truck Healthy
T13132,7,92532,5.14,77.0,57,96.1,5,Service Required Soon
T13133,0,2545,6.51,100.0,51,79.0,0,Service Required Soon
T13134,5,67661,5.94,81.5,32,83.7,2,Service Required Soon
T13135,11,123187,3.81,69.7,9,93.6,4,High Risk
T13136,5,61231,5.51,85.3,7,90.4,2,Truck Healthy
T13137,3,45694,6.17,88.5,15,83.4,1,Truck Healthy
T13138,12,127881,3.39,63.2,25,101.4,4,Service Required Soon
T13139,0,541,6.68,100.0,32,74.4,0,Service Required Soon
T13140,8,80124,5.23,75.0,56,94.6,3,Service Required Soon
T13141,10,93496,4.28,74.4,44,101.9,4,High Risk
T13142,14,155935,4.02,59.2,38,104.2,5,High Risk
T13143,2,28301,6.56,89.8,5,85.4,1,Truck Healthy
T13144,5,54367,5.42,84.8,44,86.2,4,Service Required Soon
T13145,2,29850,6.21,91.0,55,83.7,1,Service Required Soon
T13146,14,132656,3.0,59.6,7,97.4,7,High Risk
T13147,2,27082,6.77,96.2,21,80.5,0,Truck Healthy
T13148,2,26572,6.31,96.4,40,77.0,0,Service Required Soon
T13149,7,84841,5.64,82.2,51,82.4,3,Service Required Soon
T13150,9,123388,4.25,70.1,18,97.0,5,Service Required Soon
T13151,11,143645,4.68,65.4,32,101.6,4,High Risk
T13152,13,137525,4.22,61.7,13,101.7,8,High Risk
T13153,4,41299,5.79,86.7,35,79.0,4,Service Required Soon
